"","solID","mape","MAPE_train","decomp.rssd","nrmse","nrmse_train","facebook_S_thetas","newsletter_thetas","ooh_S_thetas","print_S_thetas","search_S_thetas","tv_S_thetas","facebook_S_alphas","newsletter_alphas","ooh_S_alphas","print_S_alphas","search_S_alphas","tv_S_alphas","facebook_S_gammas","newsletter_gammas","ooh_S_gammas","print_S_gammas","search_S_gammas","tv_S_gammas","cluster","n","top_sol"
"47","3_187_1",0,0.0548124840790131,0.228067599121836,0.0519660943954272,0.0519660943954272,0.39430118909741,0.884315257095974,0.95313163586102,0.537263057984605,0.0557128687235958,0.530588608568282,0.418740445454651,0.48034788606981,0.162048074114638,0.742364848031908,0.690818981574643,0.400706765505555,0.504215980289829,0.715684182644013,0.325279174097747,0.958080253098663,0.95026770608977,0.951618189524609,6,15,TRUE
"48","3_187_3",0,0.0586535676580673,0.232364531633114,0.0526114841848433,0.0526114841848433,0.60795486190972,0.97164106248575,0.272604189583784,0.263990148203659,0.95740622412762,0.185229401276456,0.876245579517724,0.468988409223964,0.519372715292498,0.858935924420063,0.158078795398106,0.995782134839118,0.157620819165543,0.566094459567972,0.142242788908224,0.431625536544809,0.97291156924893,0.491136495076895,1,27,FALSE
"49","3_187_6",0,0.0724438054746851,0.204553796158054,0.0570836956487092,0.0570836956487092,0.243010327499756,0.638756183575996,0.735152577008874,0.636657163264536,0.122018523209412,0.307525650211658,0.974893474197784,0.427115874481146,0.18429294575515,0.610573304533307,0.752273040315475,0.583994167562719,0.391357799596846,1,0.0740748975635623,0.188553688837456,0.600187309759009,0.762548630141566,2,25,FALSE
"50","3_188_3",0,0.0614026712312516,0.180763907473155,0.0535018333677739,0.0535018333677739,0.137440755815222,0.655079754479351,0.281824094911264,0.223113809322464,0.713739294090311,0.104290805297725,0.737558646475144,0.266308196971261,0.0475798010381098,0.82535461851045,0.881349197970543,0.895813216347918,0.350054065689815,0.858584347441168,0.0209855418594559,0.607408523693985,0.593768723165804,0.634649009350526,2,25,FALSE
"51","3_188_7",0,0.0580589414217273,0.196317700816062,0.0531428901247414,0.0531428901247414,0.0414595812292733,0.506086247707123,0.79261123239775,0.595318535551937,0.402958836876009,0.263104597901412,0.549609362020996,0.0565286729293972,0.163082201525579,0.846425252111534,0.843869912770705,0.732846573019272,0.444370538639237,0.635672925033597,0.27906384428202,0.685586804465739,0.964348148742762,0.892843687252109,6,15,FALSE
"52","3_188_8",0,0.0520952661439756,0.264783229048735,0.0502995464336076,0.0502995464336076,0.618047383962703,0.878955176149641,1,0.114010988737867,0.152680192046464,0.0894867833644764,0.704507636525161,0.677004415658536,0.355971672186067,0.327117438790725,0.508255617851439,0.948763083313314,0.0919368439214307,0.752381396977326,0.578935020798169,0.346576890445579,0.773723296013189,0.133262143523921,1,27,FALSE
"53","3_189_6",0,0.0555721368897705,0.230578385771744,0.051949513120294,0.051949513120294,0.796498304221917,0.977850435893286,0.974121902984499,0.10434769037132,0.846139402208887,0.150915943774155,0.827835363677378,0.793325465608164,0.284011428248502,0.457036721265539,0.573117150684678,0.500067878575156,0.308170670110798,0.665187473089514,0.752953432423303,0.261538170228574,0.838982017630303,0.77156099201234,1,27,FALSE
"54","3_190_4",0,0.0582103758324746,0.188625438290737,0.0529952955210542,0.0529952955210542,0.39430118909741,0.884315257095974,0.95313163586102,0.537263057984605,0.174196638254612,0.719911240319614,0.425497598787729,0.48034788606981,0.162048074114638,0.742364848031908,0.690818981574643,0.892047162539233,0.653752312459013,0.715684182644013,0.325279174097747,0.958080253098663,0.95026770608977,0.946997320333217,6,15,FALSE
"55","3_190_6",0,0.0586838839176116,0.238426638877319,0.0526090671592978,0.0526090671592978,0.855847119456827,0.97164106248575,0.272604189583784,0.263990148203659,0.95740622412762,0.185229401276456,0.734617083760697,0.468988409223964,0.519372715292498,0.858935924420063,0.158078795398106,0.995782134839118,0.202440280073254,0.566094459567972,0.142242788908224,0.431625536544809,0.97291156924893,0.491136495076895,1,27,FALSE
"56","3_192_2",0,0.0524457813631453,0.262170605415207,0.0505597691662785,0.0505597691662785,0.618047383962703,0.878955176149641,1,0.114010988737867,0.152680192046464,0.0894867833644764,0.704507636525161,0.677004415658536,0.355971672186067,0.327117438790725,0.508255617851439,0.948763083313314,0.0919368439214307,0.752381396977326,0.578935020798169,0,0.773723296013189,0.133262143523921,1,27,FALSE
"57","3_193_7",0,0.0580217682500191,0.230635141418371,0.0529387484234244,0.0529387484234244,0.39430118909741,0.884315257095974,0.184528693286798,0.806942673776914,0.276771632608636,0.806687641086176,0.1345977690265,0.48034788606981,0.162048074114638,0.790126143209616,0.906591810813464,0.975167908077602,0.989593793379525,0.715684182644013,0.326402733617034,0.795177308735046,0.819768468196938,0.782684466650192,6,15,FALSE
"58","3_194_9",0,0.061506388118179,0.232496785941411,0.0534797506812445,0.0534797506812445,0.521926058333207,0.798851545331142,0.281824094911264,0.223113809322464,0.713739294090311,0.104290805297725,0.711117838426246,0.594865171942465,0.676913075872137,0.82535461851045,0.881349197970543,0.895813216347918,0.143560288295908,0.618083787573095,0.0209855418594559,0.607408523693985,0.593768723165804,0.634649009350526,2,25,FALSE
"59","3_196_3",0,0.0586148211286815,0.238187043023611,0.0531313619992205,0.0531313619992205,0.796498304221917,0.977850435893286,0.35541612851844,0,0.631588082951465,0.426046487671701,0.827835363677378,0.793325465608164,0.284011428248502,0.181794074255232,0.42843764500279,1,0.308170670110798,0.665187473089514,0.752953432423303,0.18450199039818,0.896787299659793,0.858166954943266,1,27,FALSE
"60","3_196_5",0,0.0571288635956252,0.205944773644826,0.0521784922306362,0.0521784922306362,0.2830275097174,0.853218494510116,0.960212288004709,0.406523708393522,0.482415160704985,0.230874649117601,0.427633859688435,0.826783177188901,0.418139974547341,0.796008289359453,0.706231208873038,0.405273524868951,0.687830132020703,0.501303941538807,0.0238114445305503,0.497622569391159,0.533482760700633,0.835374788679633,4,15,FALSE
